lyric,class
I'd rather see you laugh than see you cry,1
"'Cause they won't cuss, 'cause they said I sold drugs",0
Quit tryna arrest us,0
Our demons are tremblin',0
You'll believe God is a woman,1
"p**** n****, we tote gats (Yeah, yeah)",0
"Tellin' her friends I'm buyin' her, flyin' her, b****, you childish",0
"This not my d***, lil' b****, my Glock hard (Lil' b****)",0
"f*** with me, watch where you tread",0
"All white Gucci suit, I'm feeling righteous, yeah",0
I gotta tell them to myself,1
I can still feel the love,0
Soon as these happy faces land you can run with the cash,1
"Even the worst ones, you make me smile",1
Genocide what it does,0
The way you dip,1
"These n****s tryna have beef with me, I don't even like s*** that's fried (Yeah)",0
"Commando with extra clips, I got ammo for all the hecklers",0
I'll be there to save the day,1
"What a man gotta do? (What a man gotta do, yeah?)",1
When you're not around (Straight up),0
"Next city, no sleep, back to the 713",0
It's our time to make a move,1
I'm gonna stand by you,1
"I'm a leader, I got 'em followin' my footsteps like the feds",0
Separate vacations,0
"We just gotta, we just gotta hold on tonight",1
I got somethin' to give him and if he asks me,0
"Naps and s***, bougie, still do ratchet s***",0
"Bamboo sticks all in the Jeep (Brr, brr)",0
We would build a rocket ship an' then we'd fly it far away,1
"Flex, time to impress",1
"So all my n****s on go like a kart, n****",0
Rubbin' on my miniature,1
Would you rescue me? (Would you rescue me?),1
Look (Oh my God),0
"These n****s broke, maggots (Broke)",0
"Don't need pity given to me, but I can't condone",0
"(Taste, taste), Miami, you can get a taste",0
"Of good times, how we tried it (Tried it)",1
"Next day we flew to Vegas, with my Puma connects",0
I just sit back on cool and watch my paper stack,0
"She cut too deep, now she left me scarred (Yeah)",0
"On the futon, I'ma give her that penis",0
'Bout to take off on you peons and go back to Mars,0
"f*** you, and you, and you",0
"But I'm a bad liar, bad liar",1
"Body on my, grindin' on my innocence, yeah",1
They know it all,1
"f*** you, and you, and you",0
(Tell me what you've done for me),1
"Like, this s*** feel like, you know",0
What if I was to put my life up on the line? (On the line),0
"I don't go to church, I curse (On God)",0
"But they can't take a joke, 'cause it's not one",0
'Cause you got desires,0
"La di da di da, mothaf*** the law",0
"Now, now in that two door coupe, wait (Wait)",1
So d*** beautiful (Oh),1
"Steady drippin', n**** drownin', I cannot help him",0
Don't need no special occasion,1
"Baby, baby, baby, baby, baby",0
"Not your heaven, not your angel, not your spirit",0
"Alright, I'll take it on, take it on me",1
"Now I'm running from her love, I'm not fast (Fast)",0
"Took those sticks and stones, showed 'em I could build a house",1
One: Don't pick up the phone,1
I can't go back and forth with a h*,0
"I make it rain on whoever, I make it rain that Woo weather (Woo)",0
"Man, this s*** darker than a wonton soup, ayy",0
I got that stick and I'm never alone,0
A big part of me resents,0
"And if you hurt me, that's okay, baby",1
"Both arms, yeah (Both sides in here)",1
Only way he comin' back is through his unborns,0
"FBG, YSL, know just what's brackin', yeah (Yeah, yeah, yeah)",0
You got what you want from me,1
To post later and make it look like she still on the go,0
I'll never be the same,1
Them p**** n****s ain't 'bout that s***,0
"One, two, three, four, five",0
"No more Macy jewelry, baby, now you drippin' icy (Ayy)",0
Maybe I'ma get a little shy,1
(Seulement toi et moi),1
I can't be out here dancin' with the stars,0
"And she tellin' all her friends (Dexter), I might put 'em on the 'Gram (Uh, yeah, Dexter)",0
"Ooh, baby, ooh, baby, guap keep expandin'",0
'Cause if you think I care about you now,1
I walk in Moncler and buy everyone coats,0
"Chase me, chase me, tell me how you hate me",1
"Come and roll with me, we'll rock them body moves",1
And Lost Boys like me are free,1
I'ma spend this holiday locked in (Ooh),0
"Shorty like a thousand dollar plate, fine china",0
"I love you lil' n****s, I'm glad that you came",0
And I feel so alive (Ayy),1
"Pinocchio and my pistol, they got the same nose",0
Remember asking both my mom and dad,1
b**** n**** pull up ya panty,1
Might kill a b**** with my fingers (ayy),0
"Working hard on something that I'm proud of, out of the box",1
"In love with the money, so no need to mingle (Let's ride)",1
"Pulled up in the Lam', it was manual, I had to stall that (Let's go)",0
"If I'm shinin', everybody gonna shine (Yeah, I'm goals)",1
Now I can't get you out of my brain,1
You sleep on me 'cause you're only f***ing with me in your dreams,0
"Like a hula, hula hoop, hula, hula hoop, oh",1
I don't need the police at my front door,0
"Bitte erkenne, dass ich es versuche, Babe!",1
"Kind that make haters kiss their teeth, you can't buy this new",0
"'Cause I need it, yeah, I need it all of the time",1
"Like, ""Thank God, f*** fame, and thank me""",0
"(ZooVier, 1738)",1
"I can't sweat you, I'm like, ""Who that?""",0
I'm coming to terms with a broken heart,1
Trust in me when I say,1
The place to lose your fears,1
And I know what road to choose,1
(Wheezy outta here),0
One drink and you're outta my mind,1
There's an energy when you hold me,1
"If I wake up, don't make no money, that's a sad day (Woah)",0
"Ayy, yeaaah baby",1
I left a flock of rappers dead and buried,0
Of when we were young,1
Tell all of your friends that I'm crazy and drive you mad,1
"Ayy, what kinda water is that? That's Patek water (It's Philippe water)",0
I just let the time roll past,1
"She knows what the f*** is up, I don't gotta dumb it down",0
Legs wrapped around my beard,0
'Cause I love how it feels when I break the chains,1
"I'll get it back up, just give me a sec'",0
"Yo no soy hype, soy como el Testarossa (Hype; 'rossa)",0
"Real top shotta, don't you ever try to ramp with me (On God)",0
Tell me where your love lies (Tell me where your love lies),1
Or maybe to Japan so I can hit her like I'm Ichiro,0
Bonnie to a Clyde,1
"Sometimes, you gotta lose somebody, yeah",1
Lately our conversations,1
I'll perm his a** (Mark a** n****),0
Your b**** wanna party with Cardi,0
"Spray the block (Spray), it's an outline chalk (Outline chalk)",0
"I'm ashamed of what I've done, yeah",1
"f*** it up, f*** it up (f*** it up)",0
"(Add it up, add it up, add it up, add it up, yeah)",0
"Girl, girl, what about me? (What about me, girl? Yeah, what about me, girl?)",0
And now you're tearin' through the pages and the ink,1
That I know you can't afford,1
"When all of the lights, they get low (Low)",0
Would you love me less,1
Maybe that's why I'm controllin',1
"Ooh ooh, ooh ooh",1
"Dr. Dre said, ""Hell yeah!""",0
But she's devised some plan to stab him in the back,0
"Sometimes I scare myself, myself",0
I was just a baby boy,0
"Flume, Kai, Never Be Like You",1
Bad b****es and I know some savage b****es (Bad),0
"13. Soccer Mommy, color theory",1
"Hair toss, check my nails",1
Call me when you're in the city again,1
And then the smoke got me,0
"b****, I'm from Zoo York, Zoo York",0
"f***in' on a scammin' a**, rich a** n****",0
(Bijan 4 The 1 Time),0
"Front door, find that after the climax",0
"When I grow up, I wanna be just like me",1
"They say my time is almost up, tell them b****es, ""Wish, wish""",0
I know when that hotline bling,1
"Trippin' on you, yeah, yeah",1
Rapping ka keeda hai baaki sab pida mai lakho me iklota hira,0
"Contraband, contraband, contraband (Contraband)",0
On the block back before I had locks (Yeah),0
As I begin to f***in' devour the track,0
I know the bad b****es but know n****s who b****es too,0
How many n****s you shot? (A lot),0
"Shorty DM me, I'm straight (I'm straight)",0
We gon' be buyin' the drinks (Drinks),1
'Cause what about me? Yeah,0
"Spread your wings and kiss the sky, woo",1
Since you've been gone,1
'Cause we gon' get it poppin' tonight,1
"I don't need no molly to be savage, uh, ayy",0
Rotary phone (Whoo) in my old school Mercedes,0
'Member got robbed at the park once (Yeah),0
"Break it down, bag it up"" (bag it up, bag it up)",0
"(Oogie Mane, he killed it)",0
"That's too new to mention, or fit in a sentence",0
Lil cuzzo spit that flame until it's empty (Yeah),0
"Talkin' 'bout the relish, I do not embellish",0
"We was plottin', y'all was tryna get the pack in (Lil b****)",0
"Blow that glizzy, b**** n****",0
"Poured it down, so I poured it down",1
Two watches 'cause I'm in two different time zones,0
How you got a manager you met after you got the win?,0
"You shouldn't play with that boy, he is not one of them",0
You're to blame,1
"To break my heart, oh, no, she didn't",0
I'll be back when it's all complete,1
I know it's hard sometimes,1
Even though you don't mean to hurt me,1
I just want to take you higher,1
"Might take a flight out for the weekend, yeah",1
Ain't it funny?,1
We can go anywhere we want,1
"Yeah, yeah, ayy",0
"But you ain't ready yet, you're scared to love again",1
I'm sorry that I let you down,0
I had her on ice but then,0
"Right now, I'm shameless",1
"Wait, can you turn around, can you turn around?(yea)",1
"(Don't give up, don't give up, don't give up; I got stamina)",1
Love is nothing stronger,1
"All of my shooters on Addys, yeah, yeah",0
"Ten M's, yessirski (On God)",0
If we bump into each other,1
"I'm gang banging (Gang), and I'm dangerous (Hey)",0
"I'm so sick of that same old love, that s***, it tears me up",1
"March for a reason, not just on GP",0
"And tonight I'm alive, ain't no dollar sign",1
"Dat way, yuh, yuh, yeah, dat way",0
But that's just the way I am,1
"Sit still, look pretty",1
"A lot of tings, a** bustin' out them jeans, make you want it (Ting)",0
(It's over now),0
Plus we don't say how we feel,0
It don't matter to me what you say,1
Everything comes back to you,1
I know the sound of your heart,1
I'd wanna be me too,1
"Jump right in, there's legroom in this Benz (Legroom in this Benz)",0
Cactus Jack on my shoe,0
"Hop on the wave and drown, my mama been Cartier bracelet down (Mama)",0
I wish it wasn't so d*** hard to leave ya,1
"We don't bleed, n****",0
"Gwen Stefani, Make Me Like You",1
We can find a way to break through (Come on),1
Like it ain't s*** but a dollar sign,0
Everything you want's a dream away,1
"Get a napkin, you dudes is embarassin'",0
Everything's gonna be just fine,1
And it makes me wanna be all yours,1
I'ma make him wait for the p****,0
Birds wanna take me on a flight,1
This what they mean when they say,0
"In peace (In peace), may you rest (May you rest)",0
"Smashin' on your b****, esskeetit (Chyeah, ooh)",0
"Ooh, sauce it up (Sauce it up)",0
I know you workin' day and night to get a college degree,1
I might take your lil' a** to Topanga,0
"Oh yeah, I'm losing my mind just a little",1
Buddah Bless this beat,0
Take back my life song,1
"And I don't got time to waste (No time to waste, let's get it in)",0
I say how I feel and I do what I want,0
"That natural beauty, beauty, yeah, yeah",1
"I be judging by the mind and heart, I ain't really into faces",0
"These n****s, they is really not my bros (No)",0
"But no, I'm never gonna be 'cause I don't wanna be",1
"I got the strap (Ayy, ayy)",0
"Still in the hood, I can never get cocky",0
We could waste the night with an old film,1
"I need a lover to trust, tell me you're on my side",1
"We was wildin', skippin' school (Wildin')",0
"That pretty frame, diamond chain, what the f*** it do?",0
"Thought it was done, but I",1
The people you run with are thuggin' (Gang!),0
"You see me everywhere you look, no, you can't hide or run",0
"Baby, I know any storm we're facing",1
"Count it up, count it up, count it up, count it",0
"Then she said ""Sak pase"" and I said ""N'ap boule""",1
I still don't give a f*** what you say,0
"Uh, yeah, follow alert",0
"When i'm lifted, I be gifted, when i gimmick",0
"Just know, if you cross her, then you cross me",1
When I heard the s*** I was skippin' through that,0
"Boy, don't call me angel",1
"Woah, if I write",0
A model or some kind of bottle,1
When I was young I was dumb,1
(Talkin' 'bout),1
"I'm free to be the greatest, I'm alive",1
Cap to her friend like I been on her bumper,0
"Big drip, what you call it? (Big drip, yeah)",0
They like me 'cause I rap and be with the athletes (Athletes),0
"Bust that open, I want that ocean, yeah that bite back, lil' b****",0
You're all over my mind,1
"Baby, we ain't gotta tell nobody",1
"This is all about us, this is all about us",1
I been waitin' on this,0
"Give me the beat, I ride it like a jetski (Hey)",0
You heard she gon' do what from who?,0
"And I wonder, and I wonder how to keep a good thing going",1
"Everything else, but doubt in the Magnum",0
"She just had a baby for me, so I paid to get her makeover",0
You'd come over and you'd stay the night (Stay the night),1
"I got them bars, I'm indicted",0
I'll probably pull up to your hood,0
I'm in that new new s***,0
But I'm still glad I came,1
Whatever his name is to help you put together,0
"It's a lot of animosity, but they won't say my name",0
"Take it down now, take it, take it down now",1
"This a light jet, this a flight day",0
Make it feel like nobody love me,0
"Baby, you can't be scared to put in overtime",1
It make 'em so uncomfortable,0
"Ever since I cut you off, I swear that life is better (Ooh)",0
Nine figures was the goal 'til I hit it,0
"Last year, n****s got hot 'cause they told on me",0
"But I take it, dish it back out",0
"n****s with me, really ready to die, on the regular (Yeah)",0
My favorite color is you,1
And every day is like a battle,1
"AP, Muller, my Rollie",0
"Yeah, you heard me right (Yeah, you heard me)",1
I made plans with you,1
"It's too late for all that, ayy",0
"'Fore I was 21, swear I was savage, smashin'",0
My lil' b**** act like Megan Thee Stallion,0
I will scream them loud tonight,1
"I just signed a deal, I'm on",0
"Attention (Attention), move 'round with a vengeance (Ayy)",0
"Yeah, ooh (Ooh)",0
Wait for them to ask you who you know,1
"Woo back, baby (Woo back, baby), woo",0
Then you show up and you knock on my door and it's four in the morning,1
It's clear to see that time hasn't changed a thing,1
"Had to put the stick in the box, mmh",0
"Hit 'em with the dose, that's a combo",1
"And I ain't just blowin' smoke, 'less it's in your momma's face",0
"I'm too evil, too evil, too evil, too evil",0
"Turn me up some more so my haters can hear it, woah (Yeah)",0
"If Quavo the QB, I'm Nick Lombardi",0
"Need you now, I need you right now",1
"I praise the Lord, then break the law",0
All my friends are falling in love,1
"She keep tryna clean me up, but I just want that sloppy (It's lit)",0
"Do it bite back, lil' b****? Need two life jackets, lil' b****",0
Do the dash then I go out the way,0
Are we out of the woods yet? Are we out of the woods yet?,1
"You gotta know, you gotta know that I'm feeling this, ow!",1
How much money you got? (A lot),0
Can't run back to my youth the way I want to,1
"Oh, don't you need somebody",1
"If I drop dead, I'll be hard to replace",0
While wilted roses fill the stage,1
"So, before you go",1
I learned more than I cared to discover (Discover),0
"Upgraded my wrist, put baguettes in that Sky",0
"b****es ain't s***, word to my n****s",0
I lift up my head and the world is on fire,1
I know what you did last summer,1
"But like a cyclone, I just got my disguise blown",0
I'ma bust it down with my lil' bros,0
"I, I hope she makes you smile",1
Maybe that makes me a fool,1
There's no way I'm stickin' 'round to find out,1
"Sweat going down to my balls, I'm having withdrawals",0
"And I wanna just let go, falling deeper than before",1
I can't f*** with these n****s 'cause n****s is gay,0
"Boy, I promise I'ma kill you, better duck, n****",0
"Pull up, make opp n****s bleed, yeah, ayy",0
"I'm tryna live my life, but am I doing it right?",0
"Oh, angel sent from up above",1
Should I call first? I can't decide,0
"Je devais le faire, je veux ton corps, ta musique",0
"Traphouse, had b****es countin' hundreds in the room",0
"Lies, tell me lies, baby, tell me how you hate me",1
"You don't want no beef, boy",1
My ambitions were too high,1
"My chest bad, give me chills (Ice)",0
You shoulda never let me go,1
"Oh no, there I go, startin' up a fire",1
"Yeah, it's happenin', 'cause I've been livin' in a world on my own",0
"Yeah, I'm young, but got somethin' to lose (Somethin' to lose)",0
I don't even wanna think about that right now,0
But I can't guarantee that by myself,1
"Never let you go, you the best",0
'Cause I bring guns to fights (Boom),0
"I would drown for your loving, what's wrong with me?",1
Just tryna change your life,0
"This watch came from Drizzy, he gave me a gift",0
You still make me nervous when you walk in the room,1
Don't you know you're no good for me?,1
"I be like nah to the ah to the no, no, no",1
"Count it up, count it up, count it up, count it",0
"I'm telling these kids, If you dream then its good n to follow that s***, when you know that you should",0
"Cardi, from the block",0
"Oh my God, oh my God",1
"I like a big girl, I like 'em sassy",1
Won't you help me sober up?,1
"Hype Williams, Lil' X",0
How you gon' move on the front line? (Woo!),0
"Me and my n****s gotta eat, we share the same stove (What?)",0
"Why you competin' with me, n****?",0
"Non je n'ai pas besoin d'argent, non je n'ai pas besoin d'argent",1
"Treatin' these Diors like it's just old Vans, yeah, yeah",0
"In a foreign car, I'm switchin' lanes quick",0
Tell me how you 'bout to lie like that,0
"Yeah, what is mine? That is yours",0
I can't solve your problems,0
Wonder if you'd follow back,0
"She keep suckin' on my d***, tryna get a hickey, hickey",0
"You to ruin my life, yeah, to ruin my life, yeah  (Ruin my life, yeah)",1
"Had to f*** her friend, I might put it on the 'Gram",0
"Like a hula, hula hoop, hula, hula hoop, oh",1
"Get more bottles, these bottles are lonely",0
"Get it in between (Haha), get it any means (For sure)",0
Waste time with a masterpiece,1
"We took the crib, flood the backyard like it's the beach (Drip, drip)",0
"So right now, he got two on the way",0
"2018, (Fack) well (Fack)",0
"I left her wide open, no self control ('trol, 'trol, 'trol)",0
You don't own me,1
So I just had to let you know,1
Gotta wake up Labor Day to this (The f***?),0
Why you leave me like that? Why you treat me like that?,0
"But I feel you watchin' me, baby",1
Forget our yesterday,1
"This beat is a chemical, beat is a chemical",1
"I love you, baby, and if it's quite all right",1
"Flooded out my wrist, a puddle drippin'",0
"BET was trippin', how I didn't get an award? (How?)",0
"The Porsche cost a hundred, this is twice that (Hahaha)",0
I feel you crumble in my arms down to your heart of stone,1
I'm sorry that I let you down,0
Driving the edge of a knife,1
"Fresca, you nasty",0
"Oh, 'cause I'm excited",1
I met the b**** at Coachella (Coachella),0
"Thank you, next (Next)",1
"Hot Girl Summer so you know she got it lit, yeah, yeah",0
"Down, down, down, down, down (I'm dreamin', I'm dreamin', I'm dreamin')",1
"I tell all my hoes, ""Rake it up",0
"n****, what you bangin'? What you claimin'? Throw that s*** up (4, Baby)",0
"Drake worth a hundred mill, he always buyin' me s***",0
And that look in your eyes and the Marvin Gaye,1
Said I'm heartless,1
"Said she love me, don't believe her, mhm",0
Walk it like I talk it,0
"34. All Time Low, Wake Up, Sunshine",1
I been through the storm and it turned me to a G,0
"Blow a kiss, fire a gun",1
"Already losin' control, this is the life that we chose",0
"Ooh, yuck me up, I don't want no romancin' (Ohh)",0
This s*** gettin' easy at this point,0
"Nah, I'm not playin' that s***",0
"Come hang, let's go out with a bang!",1
"Yeah, I did go pop (Pop)",0
Full moon night with the lights up,1
"But I treated you like gold, I was all in",0
f***ed around and got attached to you,1
Somebody can't relate (hol' up),0
And I hope you can take it,1
"And if a n**** run up, I'ma pop him like a pimple",0
"I take a whip it, intermission, let the birds fly (Brr)",0
We can do anything if we put our minds to it,1
I brought my pride and my guitar,1
"Yeah, yeah, yeah, yeah, yeah",0
'Cause loving you had consequences,1
"Just wait, can you come here please? 'Cause I wanna be with you",1
Hanging with them slatts (Yeah),0
"But when i get attackin, i'm taggin, i'm gonna drag em",0
"Baby girl, I know you understand",0
What good is the bread if my n****s is broke?,0
(I got love for you),1
That jeweler made me proud of my wrist (Wrist),0
"12 pulled me over, caught me with the dope, they took my hard away (they took my hard away)",0
"And I could put that on the twins, whoa",0
"I'm ready for this, there's no denying",1
"I nut in her mouth and she gargle (Ew, ew)",0
"Used to be broke but now I'm rich, I'm spendin' every penny",0
Lookin' like that,1
"I got all the women getting naked, feeling like Luke in this thing, think it's a game",1
You better let me go the day you need me (Woo),0
They just mad 'cause I departed from the game so much,0
"Look what you made me do, I'm with somebody new",1
It's better when I'm drinkin',0
Somebody can't relate (hol' up),0
I'd rather run the streets than see her kill herself,0
"We was goin' back to back, we put a curfew on 'em",0
"I'm a side n****, and I love when she swallow",0
(I'm working on dying),0
"I was destined for this life, it's in my destiny (My destiny)",0
"Let me pull you up out your body, into mine",1
You been creeping 'round my Instagram,1
Now you're getting it so close,1
"That it ain't that bad, ain't so bad",0
"Pain gon' flow (Pain gon' flow, it's on you if you gon' ever let it go)",0
I got the rounds like Sugar Ray Robinson (Uh),0
Poisoning themselves now,1
"Brand new whip, just hopped in (Just hopped in)",0
I'm gonna let you know the move,0
Diamonds on me look 4K (Ugh),0
"Just wanna go home, wanna go home",1
Something inside us knows there's nothing guaranteed,1
I don't know who's protectin' me but we hit it off,0
Cardi put the p**** on Offset (Cardi),0
"Four Loko (Yi), Four Loko",0
But I am out here doing this for me and not for you,0
You already know who it is,0
"f*** with all my chains on, let's have chain sex (Serve, yeah)",0
"Always keep my words, no, I don't do crosswords",0
"Screamed so loud, got no lungs, hurt so bad, I go numb",0
"Oh God, thank God that I found you",1
Show me where your love lies (Tell me where your love lies),1
"I don't give a f***, I keep it real, I'm not gon' let it slide",0
"Knocked for the night, ayy",0
There's dread in my heart and fear in my bones,1
"LaFerrari to Jamba Juice, yeah (Skrrt, skrrt)",0
"I need Coke with no rum, I taste coke on her tongue",0
Even when being real is out of fashion,0
"Comin' with the hot s***, all they do is talk s***",0
To use protection 'fore I bit into your forbidden fruit,0
"I take this s*** too serious, you n****s my comic relief",0
Two kids with their hearts on fire,1
And you know this,1
And now you're tryna hit me up again,1
I'm from the motherf***in' Bronx (Bronx),0
Got these feelings for you,1
I'ma pull up on b****es as soon as I drop,0
Heart beatin' outta your chest,1
"Don't mind us, yeah",1
"I'm out my mind, yeah, I'm high, above the rim",0
Put metal in my nose like Pain (Uh),0
"Oohh, da du du du",1
No me jodas esta noche,0
"'Cause I ain't about the games, yeah",1
"ZooGang, you know my whole zoo near",1
"Diamonds on my wrist, they drippin' (ice!)",0
I never feel so loved,1
He sang a song when he did it,1
"Me, I'm with the gang, you know we gon' slide",0
"If you seek on my son, I won't hide (I won't hide)",0
No one else will do,1
"I'm still in the hood, yeah, bussin' juggs, yeah",0
You cannot break down what can't be broken,0
I traded in my Trues for some Robins,1
"Too many girls 'posed to call back, I got 'em all in line, they fiendin', yeah",0
Don't want you to take this personal,1
Then I take the bills up out of the bank (Racks),0
"But I'm the man (Huh), Cuban diamonds dance, huh",0
"I miss you, I miss you, I miss you more",1
You made my heart break again (I was tangled up in your drastic ways),0
Rain down for my mom (Ooh),0
And I'm just a dead man walking tonight,1
"Hardly get thirsty, got water like a lake",0
Let me show you how proud I am to be yours,1
You can worry 'bout this,1
"Got this feeling in my body, come on",1
"I ain't wanna take his life, but n****, f*** it",0
'Cause now there ain't no letting you go,1
Sweat drippin' off me,1
"Get your money, Black man (Black man)",0
"n****s know I had to swing, I had to make a play",0
"For moving on, doing everything right",1
"Free Nef still, n****, RIP Reese",0
I'll cry until the candles burn down this place,1
Could you love me the same?,1
"b****, I'm too cold, too cold, see my breath visible",0
"Ooh, huh, wait, what",0
They can't do it like I do,1
"We do it again, again and again, ooh",1
"So, baby, pull me closer",1
What you got on? Prada sweatsuit made of nylon,0
"Let me put my soul on you, it's only right",1
"""I'm sorry,"" that's fine",0
"Woo, oh my gosh, back at it again (Back at it, huh, hey, hey)",0
"f***ed a n****'s ho, so he say he wanna kill me",0
"Almost love, it's almost love",1
And I learned how to forgive,1
"He say, ""You all about money,"" yeah",0
"Now with me it's only facts (boy, please, whatever)",0
"But that's not my M.O., I'm not that type of b****",0
"Lil Top, yeah, mmh, that Lil Top now",0
That I used to love you,1
Baato pe meri ab jhumo..,0
"Yeah, yeah, yeah",0
"Subtle reminders are key, jeez!",0
Xans gon' take you,0
"I'm tryna dance on him, blow my advance on 'em",0
Lost a little weight because I wasn't eating,1
"Told 'em wipe a n**** nose, say slatt, slatt",0
I'm ready to beat a n**** up like I'm The Rock (Let's go),0
"And loving you so, so, so, so",1
But you cannot rock with me 'cause I was caught on the chase,0
"High in the sky, they can't reach (High)",0
"f*** you, and you, and you",0
"I'm ready for this, I need you all in",1
"Baby bougie, he be turnin' down all kinda hoes",0
"Pissy elevators, now every dress is tailored",0
I don't wanna change 'cause I'm good where I'm at,0
"Baby, you're perfect",1
"So come on, deliver from inside",1
You got money but I'm hungry,0
"I'm a angry lion hangin' by a string, I can't describe it",0
"Make no mistake, girl, still love you",0
"Can't let this one slide, ayy (Who's bad?)",0
"There's something tragic, but almost pure",1
"Tiene el toto negro, pero por dentro es rosita",0
"Still we win, we prayed up",0
"Mirror mirror on the wall, who's the flyest of 'em all?",0
If it ain't love,1
"I don't give a f***, you can tell",0
"But we won't change, change anything at all",1
Even if we both break down tonight,0
"Kissing me, copped the blue box that say Tiffany",1
And guess who just happens to be movin' on to the next,0
"b****, I'm young Stoney, I do what I want",0
"Act up, you can get snatched up",0
"Ain't gotta worry 'cause it's all right, it's all right",1
Love you like I would,1
I can make it better,1
Was it all too much or just not enough?,1
"Yikes (Yikes), you a clown, you do it for likes",0
"She tryna choose between me, Justin, Qua' and Asahd",1
Keep on doing it,1
Cardi put the p**** on Offset (Cardi),0
"She looked and said ""Me too"" (Uh)",0
I prayed to God to wash my sins (God),0
"Bet my coffin would be nice, yeah",0
Met you at your doorstep,1
"In one generation, he came from Africa young",0
"Them p**** n****s ain't 'bout that s*** (Chopper, the stick)",0
"Oh, no, no, no, I can't f*** with that at all",0
BRUCE SPRINGSTEEN,0
"Boy, I don't give a f***",1
"Oh, I know, I know",1
"Young Money in the cut like a shank, though",0
"Gucci, Fendi, Prada, Balenciaga, Margiela, ah",1
"Talk behind my back, but never up in my face, though",1
We're cool for the summer,1
"Capsize, I'm first in the water",1
Just promise you'll never change,1
"So incredible, unforgettable on me",1
Find yourself up in the food court,0
"Lil n****, who are you? (who you?)",0
"I don't play tag, b****, I been it (One time)",0
"Windows always tinted, you ain't lookin' in it",0
Nice to meet ya,1
"Yeah, count up a half a mil' up behind the store",0
I don't think that you're the one to make the call,1
"We were sad of getting old, it made us restless",1
And you tell your friends,1
Underneath the sunrise,1
"Try to play me boy, that's a scrimmage",0
"Make that jump, jump",0
Chop trees with the Draco (Draco),0
"Now I'm digging up a grave, from my past",0
How many times did you ride? (A lot),0
"I'm about to go off in a second (Vroom, yeah)",0
Told my mama I ain't dyin' here (No),0
"I'm sippin' out the grail, she don't kiss and tell",0
"Hit a stain, fifty bands, all hunnids",0
"You can't hold my Lam', yes, I own my land",0
You make it new,1
"(Yeah) When you try to come for me, I keep on flourishing",1
"It's only human, you know that it's real",1
Keep watchin' me whip up,0
"Skip the six, skip the eight",0
"d*** what you sayin' gangsta, you gon' make me take it from you",0
"My God, this reminds me",1
"What do you mean? Hey ,yeah",1
Jump out and we slumped his a**,0
What if I told you that I love you?,1
"Oh, can you stay awake?",1
"I love her hips, curves, lips say the words",1
"Everybody always hated me, this isn't anything new to me",0
"Stop that now, you in danger",0
"More importantly, I'm tryna change the world",0
Are you happy now?,1
Ab bhii mai nai aata pasand,0
"VVS chain, I'm in love with the rocks (Woah)",0
"You got the power, p**** power",1
Ten bad b****es and they after me (Bad),0
All we got is all we got,1
"Tryna squeeze into my True Religion denim, mmm, mmm, mmm",1
"Kiss me like your ex is in the room (Ooh, ooh, ooh)",1
All I really wanna see is the (Money),0
"Gotta go dat way, you get robbed for your rackades (Rackades, rackades)",0
I crept down the block (Down the block),0
Don't think I'm built for this s*** (yeah),0
"Like (Hell), like hell (Hell)",1
I made a couple M's with my best friends,0
Tried that we could be,1
Who's that creeping through my window? (My window),0
All my friends we're glorious,1
This may be the night that my dreams might let me know,1
"Pusha T, Nosetalgia",1
"Spendin' all my nights alone, waitin' for you to call me",0
n****s on my d*** and on my yack,0
"Back up, back up and",1
"Loving it, I can handle it, yeah",1
"Catch her waitin' in the lobby, I'ma give her this d***",0
Back when my mama would interrupt sleep,0
"I don't know you, you wasn't with me from the start, n****",0
In Gem City we turn the tide,1
Went from one conversation to your lips on mine,1
"Sold your soul, you stone cold, you a stunner (Stunner)",0
Now you see what the cheese do (Yeah),0
"Mais reste un peu (Ouh, ouh)",0
"Lil' n****, pipe down, choppa make ya pipe down",0
"Oh my God, she got the power",1
"Hey, hey, hey, hey",1
"Either hand is the upper hand (Oh yeah, s***)",0
And if you like having secret little rendezvous,1
"Brown and white, like I go cunch",0
Stick to the roads in my journey,0
"When he hit the city, he gon' tap in, he gon' fly me out to put it back in",0
"(Yeah, yeah, yeah)",1
"Late night devil, put your hands on me",1
How 'bout that? Oh,0
"Yeah, I killed the opp, but I ain't catchin' no karma (Ayy, ayy, ayy)",0
Shooters outside double parked,0
"Who do you love, do you love now?",1
"Everyone showin' up, where was you in the beginnin'?",0
"Just in case my faith go, I'll live by my own law",1
"Now, I can give you the key, girl",1
"Don't walk away, boy (Mmm, don't walk away)",1
Them b****es ain't gon' give it to you right,0
"I'm so sick of this fake love, fake love, fake love",1
"And she held it down, so she got a Mercedes",0
I put Prada on my collar 'cause she proud of what I said,0
"Tell me, would you really cry for me?",1
These last few weeks have been exhausting,1
"Yeah, we are never, ever going home tonight",1
"Girl, 'til I reach your ocean",1
"Feelin' it, lovin' it, everything that we do",1
Went from one conversation to your lips on mine,1
"And four years, no calls",1
"Lil biddy b****, do the math (yeah)",0
'Cause this just don't feel right to me,1
"Playing with fire, if I burn, you do",1
"Dress me down in that Raf, Saint Laurent jacket",0
p**** was good and I ate it,0
You and me and all that wine,1
"And if you ask why, 'cause the white folks don't",0
